@IANS,@airara_suri,{'weight': 1}
@IANS,@shamikaitc,{'weight': 1}
@IANS,@rajesh1876M,{'weight': 1}
@IANS,@KRHMATH,{'weight': 16}
@IANS,@prashantpp,{'weight': 1}
@IANS,@IANS,{'weight': 2}
@IANS,@ram_rajaJS80I,{'weight': 1}
@IANS,@abgupta1508,{'weight': 4}
@IANS,@अशोक_कुमार_भारद्वाज,{'weight': 3}
@IANS,@seetharama_kotari,{'weight': 1}
@IANS,@guest_4MDTT,{'weight': 4}
@IANS,@Sarita_1978,{'weight': 1}
@IANS,@Asthana,{'weight': 1}
@IANS,@uday_surywanshi,{'weight': 1}
@IANS,@KasireddyUDDD,{'weight': 2}
@IANS,@nida968B9,{'weight': 1}
@IANS,@anant_360,{'weight': 1}
@IANS,@nath_koos,{'weight': 1}
@IANS,@A_Shaiva,{'weight': 1}
@IANS,@PurnashaPandit,{'weight': 3}
@IANS,@revolt4cause,{'weight': 2}
@IANS,@malik_21,{'weight': 1}
@IANS,@vikasaptebjp,{'weight': 1}
@IANS,@pradeep4QRD0,{'weight': 1}
@IANS,@vantu_Kumar,{'weight': 1}
@IANS,@queerswingsright,{'weight': 1}
@IANS,@anandabijoy,{'weight': 1}
@IANS,@rkr3C,{'weight': 1}
@airara_suri,@kiren.rijiju,{'weight': 1}
@thenewindianexpress,@nmvrajulu_afso,{'weight': 4}
@thenewindianexpress,@nida968B9,{'weight': 1}
@thenewindianexpress,@सु_बत्रा,{'weight': 2}
@thenewindianexpress,@vipin360,{'weight': 1}
@thenewindianexpress,@भावेश_बोहरा,{'weight': 6}
@thenewindianexpress,@iamayan9,{'weight': 1}
@thenewindianexpress,@अशोक_कुमार_भारद्वाज,{'weight': 1}
@thenewindianexpress,@KRHMATH,{'weight': 3}
@thenewindianexpress,@themanas,{'weight': 1}
@thenewindianexpress,@Dinesh_Pandey_Advocate,{'weight': 4}
@thenewindianexpress,@Partho.chanda,{'weight': 1}
@thenewindianexpress,@shankar6ARB4,{'weight': 1}
@thenewindianexpress,@farhankoo,{'weight': 1}
@thenewindianexpress,@guest_4MDTT,{'weight': 1}
@Urvashi.choudharyy1,@thakurshivam294,{'weight': 1}
@Urvashi.choudharyy1,@ATUL_PRAKASH,{'weight': 1}
@Urvashi.choudharyy1,@guest_N18PA,{'weight': 1}
@thakurshivam294,@kiren.rijiju,{'weight': 1}
@chanakyaforum,@Aman14R1,{'weight': 1}
@chanakyaforum,@ashishsingh0612,{'weight': 1}
@chanakyaforum,@bharat_singh_negiB2Q5S,{'weight': 1}
@chanakyaforum,@bharatdixit,{'weight': 1}
@chanakyaforum,@nikhil_122,{'weight': 1}
@chanakyaforum,@b77ef513de564a5,{'weight': 1}
@chanakyaforum,@bhadrakumar_k_modi_,{'weight': 1}
@chanakyaforum,@Tisee,{'weight': 1}
@ashishsingh0612,@RailMinIndia,{'weight': 1}
@ashishsingh0612,@timesofindia,{'weight': 1}
@ashishsingh0612,@PIB_India,{'weight': 1}
@ashishsingh0612,@SwarajyaMag,{'weight': 1}
@outbreak_india,@EternallyWaiting,{'weight': 9}
@outbreak_india,@Dinesh_Pandey_Advocate,{'weight': 3}
@outbreak_india,@jusclickme,{'weight': 1}
@outbreak_india,@praveen_ahir,{'weight': 1}
@outbreak_india,@humaneleadership,{'weight': 1}
@outbreak_india,@shallakaul,{'weight': 1}
@outbreak_india,@hariLUG5B,{'weight': 1}
@outbreak_india,@Gary_Sheth_,{'weight': 1}
@ndtv,@KSJadaun,{'weight': 1}
@ndtv,@KapilSiff,{'weight': 1}
@ndtv,@संजीव.झा,{'weight': 1}
@ndtv,@shakirLH163,{'weight': 1}
@ndtv,@Hardikvparekh,{'weight': 2}
@ndtv,@KRHMATH,{'weight': 1}
@JournalistSonusharma,@ZeeNews_English,{'weight': 1}
@JournalistSonusharma,@mohfw_india,{'weight': 3}
@JournalistSonusharma,@PIB_India,{'weight': 4}
@JournalistSonusharma,@ecrailway,{'weight': 1}
@jurnovipinchauhan,@Harshitalado,{'weight': 2}
@abplive,@Anik_Sarkar,{'weight': 1}
@abplive,@TK_Roy,{'weight': 1}
@abplive,@KRHMATH,{'weight': 1}
@abplive,@advumangshah,{'weight': 1}
@abplive,@_1116,{'weight': 1}
@Dev_Fadnavis,@mayurmakwana,{'weight': 1}
@Dev_Fadnavis,@mansi_saxena,{'weight': 1}
@Dev_Fadnavis,@Satish_RA,{'weight': 1}
@Dev_Fadnavis,@dilip_verma8P3BB,{'weight': 1}
@Dev_Fadnavis,@manoj_kumarCICLD,{'weight': 1}
@Dev_Fadnavis,@sumitpatil8383,{'weight': 1}
@Dev_Fadnavis,,{'weight': 1}
@mayurmakwana,@mygovindia,{'weight': 1}
@mansi_saxena,@RailMinIndia,{'weight': 1}
@mansi_saxena,@digitalindia,{'weight': 2}
@mansi_saxena,@mohfw_india,{'weight': 15}
@mansi_saxena,@kiren.rijiju,{'weight': 2}
@mansi_saxena,@PIB_India,{'weight': 16}
@mansi_saxena,@arunpudur,{'weight': 1}
@mansi_saxena,@chouhanshivraj,{'weight': 2}
@mansi_saxena,@prakashjavadekar,{'weight': 1}
@mansi_saxena,@himantabiswa,{'weight': 1}
@mansi_saxena,@mygovindia,{'weight': 1}
@manoj_kumarCICLD,@kiren.rijiju,{'weight': 1}
@EternallyWaiting,@RailMinIndia,{'weight': 1}
@EternallyWaiting,@mohfw_india,{'weight': 3}
@EternallyWaiting,@PIB_India,{'weight': 6}
@EternallyWaiting,@niks1630,{'weight': 1}
@EternallyWaiting,@prakashjavadekar,{'weight': 1}
@Dinesh_Pandey_Advocate,@mohfw_india,{'weight': 3}
@jusclickme,@kiren.rijiju,{'weight': 1}
@Kashyap_Vaishnav,@mohanasundaram6OJQG,{'weight': 1}
@Kashyap_Vaishnav,@annataylor,{'weight': 1}
@jkchannelofficial,@umeshtomarmp,{'weight': 2}
@umeshtomarmp,@EastMojo,{'weight': 1}
@umeshtomarmp,@dograjournalist,{'weight': 1}
@umeshtomarmp,@DrTamilisaiGuv,{'weight': 1}
@umeshtomarmp,@PIB_India,{'weight': 1}
@umeshtomarmp,@niks1630,{'weight': 1}
@umeshtomarmp,@himantabiswa,{'weight': 1}
@nmvrajulu_afso,@OneindiaNews,{'weight': 1}
@RailMinIndia,@gourav91cr7,{'weight': 1}
@RailMinIndia,@jairamjd,{'weight': 1}
@RailMinIndia,@serailwaygrc,{'weight': 1}
@RailMinIndia,@nwrailways,{'weight': 1}
@RailMinIndia,@amitendra_nath_dwivedi,{'weight': 1}
@RailMinIndia,@ddu_ecrailway,{'weight': 1}
@RailMinIndia,@ravi_shetty5COMR,{'weight': 1}
@RailMinIndia,@chhagan74,{'weight': 1}
@RailMinIndia,@Shaktikmr3,{'weight': 1}
@RailMinIndia,@KVSC,{'weight': 1}
@RailMinIndia,@DRMHYB,{'weight': 1}
@jairamjd,@PIB_India,{'weight': 2}
