,username,following,followers,totaltweets,retweetcount,retweeters
57,samcasm07,47,1344,46908,19,"['Drkkchauhan7661', 'Chuckle_Some2', 'hiteshm09', 'CALLMEBIBHU', 'tanyeahhh_xo', 'upasana_07', 'ItsMahicasm', 'adiba_sabahat', 'comedibanda', 'kishankr672', '_Bit_2', 'Memeswalaladka', 'Gauri_doonite', 'manushya_', 'Ekdum_jhakaasss', 'mrkaranarya', 'Bcmc_111', 'murda_hasti', 'monicas_7777']"
58,ESPNcricinfo,207,6329440,180423,308,"['Venkate14937230', 'SubrahmanyamY11', 'naveenrodrix', 'CHANDRA37132330', '123Ramvilas', 'Gauthamsundarr1', 'Sridhar29810429', 'Ashok46542784', '18Kohlified', 'OLEWTV', 'info32dinesh', 'nicknameabhi111', 'dankumar_', 'SauravP96204106', 'sastaloha', 'ANSH272727', 'UppalapuSrinu', 'imranvk0018', 'AnasKohli2']"
59,timesnowsports,68,9261,35016,0,[]
60,chakrichejarla0,178,25,38,0,[]
61,MuraliPod,249,1343,1145,156,"['robmck79', 'andronic_galina', 'ath007', 'VickiJoKitty', 'leavemout', 'IamCTandyournot', 'Tom139uk', 'andynkirk', 'MrsMoneyPennyUK', 'deanne2622', 'busterjames1', 'Johnson53Debbie', 'AlmaDelMar6', 'chrisyboy6', 'bnb952', 'Gilbers1983', 'TaxiTeresa', 'muminchester', 'MimicMummy', 'moonlightlady2']"
62,timesnowsports,68,9261,35016,0,[]
63,circleofcricket,872,144818,90186,43,"['CHANDRA37132330', 'PremchandVempu1', 'QyamulUrfDiwana', 'UppalapuSrinu', 'iamKarthi7', 'mallick_munu', 'swastik_bargarh', 'Kumarvivekrajp1', 'vickythube6', 'JohnYad66251399', 'RIFAY90950431', 'deeban1997', 'SyedSam51439843', 'indiancrickguy', 'Imankit6908', 'AdityaJ61145241', 'Umeshmahalik4', 'VishaL_NavY13']"
64,OfficialCSA,2070,1283972,92174,35,"['milehighjokic', 'AmogelangLefa', 'GijaWilson', 'CalPotata', 'TheBenjMark', 'Ayanda50928810', 'dikeledi87', 'MzansisHP', 'Ntezana_NT', 'AQKazmi2', 'KM_Khanye', 'karthic18722690', 'Gauravk80921809', 'chabalala_kb', 'siduduzoj12', 'Wilhelmjnr', '__Njabulo', 'MalusiMakhoba', 'Siyawusbu', 'Suryapr47924674']"
65,NTRFanTrends,2,28175,4586,986,"['DharmaT45762805', 'NTRdevoteKP', 'KumarBheemNTR', 'kartheek_konda', 'tweet_Tarak', 'DrONaTarakian', 'sivasanthosh999', 'Keerthan_67', 'RajeshT27908970', 'Venkata75898292', 'AshokSi17808219', 'kohli_naren', 'Nikhilkota20', 'manofmasssesNTR', 'DharmaR08919646', 'Ashwath65147204', 'eswar_tarak', 'kaNTRi__', 'jasti_bhanu', 'MassesNtr']"
66,Cricketracker,763,217397,130463,231,"['krishx008', 'vmaheskey', 'ViswaW', 'Prajwalrai1820', 'Sathish11167922', 'VirattKohli', 'KVenkatesha5', 'TFC_meha08', 'Ramvj0792', 'bubblyb20466145', 'ShivaaySarvjeet', 'JustLikith', 'Imamhasan01', 'Never_The_Ness', 'Ajithku74063028', 'jeyakumardm', 'smsubhani1381', 'Chaitan47754765', '_Krishna12', 'reddirajasheker']"
67,meeruansari,4329,2837,391,0,[]
68,RVCJ_FB,445,304913,108753,57,"['Drkkchauhan7661', 'babu_stan07', 'StayJii', 'AshishS81991759', 'TheInsa37204444', 'DarlingAfreed', 'KunalKu63113307', 'BadMan51653618', 'HaswanthHeatVK', 'DSloversss', 'Bidhin13147861', 'Ahmad38800383', 'Suraj0167', 'VISHALbhai_jaan', 'VijayAnna_Fans', 'shaharyarKhan_6', 'NimmaVishala', 'addiiiiiii_____', 'BhanuPr98748349', 'rupesh1719']"
69,iamqadirkhawaja,718,23270,13547,9,"['Umairlaar', 'imRKabir', 'KashiAnsi', 'WaqasSi86632528', 'aamemon990', 'khull_ke_bol', 'imannansari27', 'mairee4252', 'MWaQarFaZal10']"
70,ICC,600,13651082,98469,250,"['sashi_sebastian', 'all_prabhas', 'SubrahmanyamY11', 'Rajesh71267768', 'DChakaravathi', 'Iam_Praveen1995', 'ItsKailashRao', 'UrstrulyVinod0', 'ede_ganesh', 'KeeGo775', 'BhanuThakur04', 'DKgaaru', 'HiHyderabad', 'mumaralid', 'RaxRaksh', 'mairee4252', 'SriniSrins', 'Vin_Phenomenal']"
71,ESPNcricinfo,207,6329440,180423,99,"['Santhos33690051', 'SubrahmanyamY11', 'KvamseeKrish1', 'Mohan38008211', 'SundharesanSrs', 'OLEWTV', 'krishnav628', 'bubblyb20466145', 'QyamulUrfDiwana', 'bmurugan578gma1', 'MISHRA1097', 'imranvk0018', 'Imamhasan01', 'RaxRaksh', 'UPushpankar', 'AqeelViews', 'fazal_157', 'Dheeraj7874']"
72,RCBTweets,570,5151862,51401,241,"['ManjuMa49824053', 'Spidey_Jana', 'SubrahmanyamY11', 'lmroLonW0kVVCTq', 'Zayn261', 'VikasBh08557720', 'ruthless_MBfan', 'SHAIKABDULZAHEE', 'RuhiSha24307662', 'UppalapuSrinu', 'MVRRRR', 'RamRam06', 'urstrulykiran18', 'UshaVer57739992', 'RaxRaksh', 'Mohamma5719997', 'SheikFazil15', 'AvniKhan13', 'SiwaJilakara', 'Shanwaz74731965']"
73,CSKFansOfficial,65,269103,14077,85,"['JaiChaituu', 'Sumanthnallaga2', 'SAIRAMNANDAMURI', 'Ajithku69948815', 'imsbhatt0707', 'SmartyVishnu557', 'JagguAaarmy', 'Chitramysore1', 'Malathi04037373', 'deepika_eswar', 'JOSHMS12', 'SheikFazil15', 'UshaVer57739992', 'Anu_CskFanGirl', 'Mohankrishna_19', 'Parth_Shivi_FP', 'KeeGo775', 'Riyariy02530070', 'sakle_vishal']"
74,CricWick,107,24317,14252,7,"['IftiyarMohd', 'HaMAQureshi2', 'Atifjakhrani1', '_cricingif', 'Ghazanfar6016', 'MdSalih1807', 'BhargavKohli7']"
75,RCBTweets,570,5151173,51401,224,"['RamavathRakesh6', 'balu_AADHF', 'AnkushS75853987', 'barshaVkohli18', 'krishx008', 'NandaAkkineni', 'youngpraveen9', 'MR360AA', 'Jagadee34995779', '46_jameel', 'SubrahmanyamY11', 'Ajithku69948815', 'sarath_2277', 'AkkineniCult', 'ViratSiva3355', 'Vipvimal03', 'MohamedSahiM03', 'Imazhar15', 'tharani_s_k_78', 'shaik_sharik']"
76,cricbuzz,574,4703576,122311,3,"['enporoarmai', 'Sumanthnallaga2', '4adivya']"
77,Sportskeeda,1133,141198,103288,30,"['Hemanga22', 'Santhos33690051', 'Tarun54224101', 'Nanishiva1510', 'BhanuThakur04', 'DGTera_Ishq', 'ManishK65275644', 'Newfriendsrini', 'HarshRaj11223', 'KesavanR786', 'oldtraffard', 'yokesh8', 'ChetanGK4', '0ydvmanish', 'No1Doctorking', 'Iamvaishnav18', 'harish_27gugan', 'am260195', 'Princesisodiy33']"
78,WasimJaffer14,342,550765,1368,658,"['sumitsomanioo7', 'ManishR87629586', 'KajalGu38166979', 'anishrdy2411', 'RJ29632859', 'RohitKu38034719', 'Bherula58051399', 'darshan_patil', 'sathweeka', 'imran07703796', 'Nandkis23328343', 'MohanRa65903493', 'SubrahmanyamY11', 'imshub_', 'WinnerManish', 'RanglalLovewan5', 'Atharv33949603', 'TheWarrior0911']"
79,Ajith_tweets,339,11879,3024,133,"['plm3480', 'Sudeepboss45', 'Gokulnath154', 'CHANDRA37132330', 'bunny_admirer4', 'DileepK66564158', 'khyati19889044', 'Ankit_patel_AP', 's44600634', 'Chaitan47754765', 'girishchaithu18', 'Parth_shah1998', 'Amish___', 'Sidheart_10000', 'RaxRaksh', 'Shubham_0703', 'NtrArdent', 'John51787146', 'VishnuR01560327', 'SathishDx8']"
