,username,following,followers,totaltweets,retweetcount,retweeters
622,PhilipMarloweLA,317,66,1287,2,"['GaryHolzschuh', 'greer_flare']"
623,nerve_network,231,26382,608,61,"['RubyAntey', 'cryptospiz', 'YuGod185', 'DiepBaoky1', 'Mandivs', 'Glekisobran', 'MGjampa', 'uzairkhan0088', 'Westbro04829652', 'BCxqSrzopY2tU1b', 'VietcryptoZIL', 'JohnnyCrypto51', 'CryptoCT10', 'AnkitPa90555954', 'huyfansy27', 'Ordo86760109', 'AriBernsteinMD', 'du5_t1', 'PanditTuron', 'vogel_patric']"
624,hollywoodufos,86,9126,9044,13,"['hollywoodufos', 'chrisfrench83', 'DBAY55231821', 'Stardog97', 'JackieZabel', 'MovieSmackdown', 'BryceZabel', 'kundunnaochan', 'ANewsTweeter', 'UAP_Topic', 'cbmohan2', 'IWANTTOKNOWUK', 'DavidBWriter']"
625,StevenCambian,193,4258,15346,7,"['Go_Kick_Rocks88', 'SBrowneITF', 'Ure5Ure', 'papercrane111', '1911Moose', 'UssOmnishambles', 'PSNvicheous']"
626,UAPHub,2474,839,156,1,['mpit2008']
627,hollywoodufos,86,9126,9044,4,"['RockyinTX', 'mpit2008', 'MovieSmackdown', 'BryceZabel']"
628,HappyDreams101,2437,790,9874,0,[]
629,StevenCambian,193,4258,15346,7,"['Go_Kick_Rocks88', 'SBrowneITF', 'Ure5Ure', 'papercrane111', '1911Moose', 'UssOmnishambles', 'PSNvicheous']"
630,hollywoodufos,86,9126,9044,6,"['FirstAstronauts', 'BurnettCynthia', 'MovieSmackdown', 'BryceZabel', 'Julesofthwood', 'DennisKoch10']"
631,vapidengage,3697,797,454,0,[]
632,StevenCambian,193,4258,15346,7,"['Go_Kick_Rocks88', 'SBrowneITF', 'Ure5Ure', 'papercrane111', '1911Moose', 'UssOmnishambles', 'PSNvicheous']"
633,hollywoodufos,86,9126,9044,13,"['hollywoodufos', 'chrisfrench83', 'DBAY55231821', 'Stardog97', 'JackieZabel', 'MovieSmackdown', 'BryceZabel', 'kundunnaochan', 'ANewsTweeter', 'UAP_Topic', 'cbmohan2', 'IWANTTOKNOWUK', 'DavidBWriter']"
634,hollywoodufos,86,9126,9044,13,"['hollywoodufos', 'chrisfrench83', 'DBAY55231821', 'Stardog97', 'JackieZabel', 'MovieSmackdown', 'BryceZabel', 'kundunnaochan', 'ANewsTweeter', 'UAP_Topic', 'cbmohan2', 'IWANTTOKNOWUK', 'DavidBWriter']"
635,hollywoodufos,86,9126,9044,4,"['RockyinTX', 'mpit2008', 'MovieSmackdown', 'BryceZabel']"
636,DavidBWriter,3819,3655,46637,4,"['MovieSmackdown', 'BryceZabel', 'hollywoodufos', 'thaxter']"
637,GBHolley1,3421,3284,32212,6,"['JuanPab79717650', 'PaulaSlade', 'IARTG', 'ladydaffodil', 'DerrickRBickley', 'CarlaLobosco']"
638,hollywoodufos,86,9126,9044,13,"['hollywoodufos', 'chrisfrench83', 'DBAY55231821', 'Stardog97', 'JackieZabel', 'MovieSmackdown', 'BryceZabel', 'kundunnaochan', 'ANewsTweeter', 'UAP_Topic', 'cbmohan2', 'IWANTTOKNOWUK', 'DavidBWriter']"
639,hollywoodufos,86,9126,9044,4,"['RockyinTX', 'mpit2008', 'MovieSmackdown', 'BryceZabel']"
640,DavidBWriter,3819,3655,46637,4,"['MovieSmackdown', 'BryceZabel', 'hollywoodufos', 'thaxter']"
641,DavidBWriter,3819,3655,46637,4,"['MovieSmackdown', 'BryceZabel', 'hollywoodufos', 'thaxter']"
642,AZofGWarming,2759,2115,18649,0,[]
643,UAPHub,2474,839,156,1,['mpit2008']
644,hollywoodufos,86,9126,9044,4,"['RockyinTX', 'mpit2008', 'MovieSmackdown', 'BryceZabel']"
645,StevenCambian,193,4258,15346,7,"['Go_Kick_Rocks88', 'SBrowneITF', 'Ure5Ure', 'papercrane111', '1911Moose', 'UssOmnishambles', 'PSNvicheous']"
646,CryptoCT10,228,111,5062,8,"['Jb007Crypto', 'JohnnyCrypto51', 'junglejay808', 'ZevsAndromeda', 'undudbay_', 'happy_brain', 'CryptoCT10', 'UFogers']"
647,StevenCambian,193,4258,15346,7,"['Go_Kick_Rocks88', 'SBrowneITF', 'Ure5Ure', 'papercrane111', '1911Moose', 'UssOmnishambles', 'PSNvicheous']"
648,GiavedoniEric,132,571,9531,0,[]
649,StevenCambian,193,4258,15346,7,"['Go_Kick_Rocks88', 'SBrowneITF', 'Ure5Ure', 'papercrane111', '1911Moose', 'UssOmnishambles', 'PSNvicheous']"
650,sarang143u,2139,608,167443,0,[]
651,GinaLamb164,83,18,28,1,['foxyandthelamb']
652,GinaLamb164,83,18,28,1,['foxyandthelamb']
653,UfoHuntersCom,146,23030,68042,1,['Jasonmcc5150']
654,OfficialMBTM,2207,10055,9133,2,"['alienastromusic', 'MindsIndieLabel']"
655,outtheregroup1,5053,4688,2150,1,['moonstonesea74']
656,AZofGWarming,2759,2115,18649,0,[]
657,BenjIMightB,440,256,2700,0,[]
658,BenjIMightB,440,256,2700,2,"['MaxMoszkowicz', 'ArtemisPrime24']"
659,OfficialMBTM,2207,10055,9133,3,"['MindsIndieLabel', 'HelenVJamesArt', 'alienastromusic']"
660,OfficialMBTM,2207,10055,9133,2,"['alienastromusic', 'MindsIndieLabel']"
661,Liamfoxactor,1428,48657,11942,3,"['Kirkby007', 'GinaLamb164', 'foxyandthelamb']"
662,mcbupkiss,214,159,1007,0,[]
663,Liamfoxactor,1428,48657,11942,3,"['Kirkby007', 'GinaLamb164', 'foxyandthelamb']"
664,GBHolley1,3421,3284,32212,1,['BoggyCreekBeast']
665,CITDConference,1767,10741,6990,2,"['mpit2008', 'thtonetime']"
666,Liamfoxactor,1428,48657,11942,3,"['Kirkby007', 'GinaLamb164', 'foxyandthelamb']"
667,CITDConference,1767,10741,6990,2,"['mpit2008', 'thtonetime']"
668,3xStrange,409,304,32611,0,[]
669,Romeo154390,307,72,275,0,[]
670,VGSiddhapura,232,1189,3410,2,"['buzzsubash', 'buzzsubash']"
671,CITDConference,1767,10741,6990,2,"['mpit2008', 'thtonetime']"
672,AATPeak,455,502,6477,1,['AATPeak']
673,AATPeak,455,502,6477,1,['AATPeak']
674,AATPeak,455,502,6477,1,['AATPeak']
675,AATPeak,455,502,6477,1,['AATPeak']
676,miccarron,53,5,20,4,"['SusanFensten', 'mothra_7', 'matrix2004', 'mpit2008']"
677,OfficialMBTM,2207,10055,9133,2,"['alienastromusic', 'MindsIndieLabel']"
678,MyobuFTW,204,148,1263,0,[]
