,username,following,followers,totaltweets,retweetcount,retweeters
15,iamhk1410,247,19,872,0,[]
16,MohitRohitian,546,1308,41087,652,"['CricMadMan', 'malonic_ester', 'this_is_ds', 'kautilya_49', 'ismart_77', 'arunakm', 'Phenomenal_navi', 'Satym_sk9', 'Rashi_18V', 'SAVAGE__ADl', 'NaniThopella', 'ABoyOfHisWord', 'AnilKumar_K44', 'MamidiManish', 'DilzaD__', 'kohli_naren', 'CedricSatya', 'therubidilaikfc']"
17,MikkhailVaswani,301,5019,19300,156,"['Shan_Kohli', 'GanesanUttej', 'TThakshana', 'SiwaJilakara', 'RithikaRithi3', 'Ghouse_offl', 'January14th2022', 'im_Vijay7', 'lokeshBangaram', 'Yasin96666532', 'Gopi238243385', 'ViratKohli___18', 'VajrapuSatish', 'AnkitViratholic', 'ShamsiHaidri', 'imRameshG', 'MaddhelaSasi']"
18,ChariBannu,529,605,5235,0,[]
19,kingkohli27,236,342,998,4,"['kingkohli27', 'worstwk', 'kingkohli43', 'Iqra25842826']"
20,Csk_army1,1082,1220,8117,0,[]
21,Soham_Mhatre_,226,151,501,0,[]
22,imSouravG12,94,16,61,0,[]
23,Nareshmng,73,26,9,0,[]
24,duryodan_,2000,7633,82701,2,"['aatreyaa_', 'vivekcochin']"
25,Prince_TVFC,3818,7585,92925,15,"['Mahes__VJ', 'Vj_prakash_vfc', 'itzNisha7', 'VIJAY_PrakHasck', 'karthik132327', 'AnvarOffl_27', 'vj_in_heart', 'RajkumarTweetss', 'VenisVJ', 'PARTHIVJ_4544', 'Yellove_7', 'vickypraveen37', 'Itz_bigilu', 'Mr_hypo_thetic', 'Prince_TVFC_2']"
26,NasreemKouser,223,169,1815,5,"['sanamaqbul21', 'gulshanewadi', 'awamekashmir12', 'MohdSag85558348', 'BilalMo89044532']"
27,_jaadu_,181,124,217,4,"['BidishaDeori', 'Chaitu22020672', 'JadiRaghuvarma']"
28,Ramnithiin,1428,1523,44846,2,"['jdinesh_kumar18', 'Nithin630']"
29,total_woke_,0,11777,891,351,"['skepticbouy', 'PIYUSH05954459', 'Utkarsh29510815', 'srinivas986', 'H_for_Hinduism', 'Saavi4SSR', 'mahakaal94', 'parodullah_', 'X7X4X7', 'AKOLKARNAKUL', 'AwasthiAaryen', 'KSparsh0001', 'thechanger2020', 'tejaswi190', 'scientology19', 'Baba__Yaga_', 'anu_sh_ree', 'AthreyaNalini', 'TanmayS55193616']"
30,bollynewsflash,48,40,1426,0,[]
31,haleem_ishaq,570,246,10312,0,[]
32,namansingh1897,218,37,639,1,['NirupamSaraswat']
33,iamsky2211,318,339,2007,2,"['Ghost87739971', 'ERYadavAnkit1']"
34,AK47319026,0,12,2559,0,[]
35,SharmaManish126,403,120,2488,0,[]
36,ScorpionSudhan,236,74,395,3,"['ck_nithesh', 'Poricha_parotta', 'GethuGowtham']"
37,rpsingh,234,1576371,4859,565,"['Manoj07995701', 'me_Muthuraj', 'AThadishetty', 'Sakthi89482948', 'DBossAdda2', 'barshaVkohli18', 'king1to9', 'Maxwellsurya18', 'KEERTHIAJAY4', 'Ashutos70069520', 'maheshbabu_jr', 'mamathavirat', 'Aandy8481', '18_abhinav_vk', 'adhikshit_stan', 'Bikramvk18', 'kingufanikkada', 'ne_ha18', 'RiyaSahil2']"
