,username,following,followers,totaltweets,retweetcount,retweeters
21,BurbakBabaJumla,5,14,1786,0,[]
22,Saroja_Magaji,174,103,2916,59,"['nennie1456789', '975Muskaan', 'ManishK91071785', 'shashis70135078', 'Patriot22157072', 'RomanReigns_123', 'capricornjan1', 'Remember8_13Jun', 'NipunNanda', 'surinder_bassi', 'TYAGI89220575', 'Geetha55795096', 'ShyamKr8789', 'monu_m85', 'nona95903460', 'UKR89415360', 'dineshkum123', 'BhawnaBatra20', 'Ansh27512749', 'Garima77257554']"
23,Thatguyuknow__,189,223,4987,67,"['nennie1456789', 'Just_a_Indian_', 'DhruvRathorr', 'Utkarsh18121', 'AkkiSonu_', 'Shubh_mysticalT', 'AshishS68762219', 'Bhagchand_Ak', 'KarunaKesharwa2', 'ManishJ23645624', 'RahulMi16658425', 'RaghavAbhay', '007_Dpak', 'Aditya24legend', 'madboy03551520', 'Ankitku32780690', 'VivekBh92667556', 'shahidslonewolf', 'Akshays_Blinder', 'Akki_Sradhasiss']"
24,MysticalIndia_,5001,2385,30743,1,['ShyamaV1']
25,Adityachhapeka3,48,35,576,67,"['nennie1456789', '975Muskaan', 'NithishKandepi', 'ManishK91071785', 'LenoAndro', 'AjaySwamias420', 'shashis70135078', 'raza_supriya', 'Patriot22157072', 'RomanReigns_123', 'poojaAg08021806', 'hariomsingh1071', 'AnkurJain0', 'KarunaKesharwa2', 'Shubham50064360', 'Aditya24legend', 'ArunRaj92373964', 'shikhapatiyal', 'Aaditya43078519', 'Remember8_13Jun']"
26,Sushantify,3608,8423,67683,185,"['SandySR64457040', 'nennie1456789', '975Muskaan', 'skyfalljames007', 'BhartiyaNaariii', 'RIDDHI56987171', 'SushantMylove1', 'shashis70135078', 'Namita67793491', 'Patriot22157072', 'RomanReigns_123', 'DrNMNahar', 'TRufescent', 'sairam_murahari', 'SSRian2111', 'KarunaKesharwa2', 'DevajiSanjot', 'Shubham50064360', 'conscientious03']"
27,Sushantify,3608,8423,67683,247,"['nennie1456789', '12naturebeauty', 'NithishKandepi', 'LenoAndro', 'AjaySwamias420', 'ruchityagi2108', 'nehasondhi', 'Nkallur2', 'Librand5', 'mayavi66', 'Patriot22157072', 'BorkarSalil', 'RomanReigns_123', 'anuinc2010', 'TRufescent', 'poojaAg08021806', 'DrNMNahar', 'PriaDesh', 'prantiksarkar9', 'm_Chandrani_']"
28,suniketroy,1932,7020,145851,7,"['PreetiMehlawat2', 'SaffiyahKhan2', 'SandySR64457040', 'regalla2', 'imrudrabha', 'jackkate4ever', 'EnterManny']"
29,itsSSRvibes,191,272,14960,51,"['nennie1456789', 'NithishKandepi', 'BhartiyaNaariii', 'Ravina396', 'LenoAndro', 'AjaySwamias420', 'MeetuSi56857444', 'GenericMedic', 'Patriot22157072', 'RomanReigns_123', 'BorkarSalil', 'anikeshPrasad', 'poojaAg08021806', 'DrNMNahar', 'AdityaRJagtap1', 'hariomsingh1071', 'SSRawat33971220', 'Bhavika75786989', 'anand766']"
30,Priya80167535,2030,2784,125788,155,"['TellingTruth18', 'Princes75353806', 'nennie1456789', 'amitpatil16', 'NithishKandepi', 'Shinda911', 'LenoAndro', 'AjaySwamias420', 'prantiksarkar9', 'Amar66771776', 'hindu1234567892', 'Patriot22157072', 'RomanReigns_123', 'BorkarSalil', 'sstshrya', 'anikeshPrasad', 'poojaAg08021806', 'MUHAMMA13848380', 'DrNMNahar', 'AdityaRJagtap1']"
31,Sushantify,3608,8423,67683,312,"['i_desi_surya', 'saloni202020', 'matrixpreety', 'Princes75353806', 'nennie1456789', '12naturebeauty', 'manishk160490', 'NithishKandepi', 'Ujjwal06481627', 'TomBhaiSSRian', 'tilak__vyas', 'LenoAndro', 'AjaySwamias420', 'Navami888', 'vibgyorinrain', 'Arnavsingh12341', 'PragtiSharma13']"
32,TomBhaiSSRian,1931,3005,178123,447,"['nennie1456789', 'AjaySwamias420', 'GroverVishan', 'sushmaY37976032', 'MMmass9', 'SaketKu60095102', 'SolaceBiersack', 'Patriot22157072', 'AmmannaSantosh', 'TRufescent', 'RohitTh52901029', 'Anonymo85632208', 'AdityaRJagtap1', 'lovgill', 'hariomsingh1071', 'kalicharanjan', 'iJaydipSolanki', 'vishalpandit052']"
33,KiHoya2,573,650,103756,5,"['Bakshi4ever', 'TomBhaiSSRian', 'KachruRachna', 'TrueColoursOnly', 'RIDDHI56987171']"
34,RajeshKumar_TT,431,86,1608,0,[]
35,DareDevilAnk,1891,3292,43978,208,"['vjaykondragunta', 'mard_maha', 'ManishK91071785', 'SSSRRRR121', 'BorkarSalil', 'Patriot22157072', 'DrNMNahar', 'AdarshT15780635', 'ssandeep_9', 'monu_m85', 'KarunaKesharwa2', 'iamsahilchandra', 'Bhavika75786989', 'WyoEV3ALqksUTuB', 'Jaya55757051', 'Shreyao9o7', 'GirlForJustice', 'imsagarbhalla', 'Shivangj42']"
36,Judhajit4Photon,339,276,29316,2,"['KachruRachna', 'TrueColoursOnly']"
37,travelcopk,796,299,5973,0,[]
38,Sushantify,3608,8423,67683,24,"['Justice40851704', 'anadi1984', 'Shefali04261994', 'Justice36673697', 'Harshil109824', 'ssrthe_legend', 'prantiksarkar9', 'ktrups79', 'NehaGup27320616', 'GauriSh00526155', 'Amrita_W_S', 'RajeshKumar_TT', 'SowmyaAnanthan', '07SouraDip_', 'avengersrise', 'its_ksaini', 'AdnanMa15467407', 'privin07', 'sushdishaTer']"
39,Sushantify,3608,8423,67683,49,"['Justice36673697', 'Crusader4Justi1', 'SwimGameing', 'iampcforpeace', 'Amrita_W_S', 'RajeshKumar_TT', 'Nomad2210', 'FabulousRaviRaj', 'hema92163376', 'hopegiver4747', 'nandini051', 'MysticalIndia_', 'RRS_InnerVoice', 'Anshraj52038101', 'Bakshi4ever', 'MamataP64733713', 'SuchismitaHota', 'its_ksaini', 'Name47808941', 'privin07']"
40,barkhatrehan16,256,42097,73907,117,"['prantiksarkar9', 'NithishKandepi', 'DepakYa40827760', 'fb0904e981384bb', 'vvs_pavan', 'sbhat_earth2', 'ravi_kumar25', 'Patriot22157072', 'robinmk12', 'HinduFeelAlive', 'Prabha06192875', 'myoo007', 'poojaAg08021806', 'AdityaRJagtap1', 'AnilProud', 'hariomsingh1071', 'Avinash03810101', 'AnayaBajwa8', 'iJaydipSolanki', 'Shubham50064360']"
41,ManozKumarTalks,0,162,1689,61,"['RahulAkkian3', 'KGOYAL507', 'AjaySilori', 'Just_a_Indian_', 'artistshrey163', 'BabitaKumarii', 'kay_ki_kiara', 'ItsMeGG4', 'Akdevoteesk_', 'dipankarjoshi2', 'OGKhiladi', 'AshokSKadam4', 'poojaAg08021806', 'sahildude01', 'i_akks', '01KumarSonu', 'BabluAkkian_', 'Akash19Love', 'Abhishekv766', 'Shubh_mysticalT']"
42,MINDKRRAFT,4992,1159,39205,2,"['BotJammu', 'BotJammu']"
43,MeenaDasNarayan,4188,61302,270508,33,"['PujaDoshi8', 'iampcforpeace', 'amitgilotra', 'Saavi4SSR', 'SMenon04', 'simmy65406472', 'Navpreet16feb', 'Nikita_ox', 'Meghani', '172263bff5c8473', 'VishwambharWad', 'Kiran5_sai', 'SachinKhadgawat', 'Sushant76121260', 'Keshav7729', 'Jonsnow_2021', 'Arnavsingh12341', 'MiAheSuchi']"
44,Sushantify,3608,8423,67683,290,"['Princes75353806', 'arayman22', 'hema92163376', 'Raks2627', 'jayyluharr', 'NithishKandepi', 'skyfalljames007', 'Adityaluvish', 'ManishK91071785', 'VineetK70435721', 'its_sush_fan', 'RIDDHI56987171', 'ilovesanju', 'Shimpoosuper', 'LenoAndro', 'AjaySwamias420', 'swatidash', 'ImVipVipSingh', 'AS32675605', 'Priya25712459']"
