,username,following,followers,totaltweets,retweetcount,retweeters
500,XLGBTQCOIN,8,2024,70,141,"['vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto', 'XRpCyrine']"
501,RWezenaar,1936,746,9677,0,[]
502,XLGBTQCOIN,8,2024,70,141,"['vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto', 'XRpCyrine']"
503,GilenRogue,876,357,1089,2,"['galena_star', 'Retweelgend']"
504,GilenRogue,876,357,1089,2,"['galena_star', 'Retweelgend']"
505,_amymontague7,1093,658,2639,4,"['stevens_dawn', 'DrKateLawrence', 'StMarysPsy', 'theamandooh']"
506,thequeer26,772,190,469,1,['JasmineDLowe']
507,fangirlish,322,19285,105446,0,[]
508,_amymontague7,1093,658,2639,4,"['stevens_dawn', 'DrKateLawrence', 'StMarysPsy', 'theamandooh']"
509,XLGBTQCOIN,8,2024,70,141,"['vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto', 'XRpCyrine']"
510,QUBSONM,547,3378,2184,3,"['youngting16', 'SaraGilpin', 'maggiebennett2']"
511,RWezenaar,1936,746,9677,0,[]
512,GayDating101,3526,3503,7534,1,['GayDating101']
513,lovestruckgame,0,9299,4554,2,"['Caterfree10', 'shisallaw']"
514,JohnnyContra,242,46,1352,0,[]
515,TheRainbowland,493,272,251,1,['NetworkLgbtq']
516,TheRainbowland,493,272,251,1,['NetworkLgbtq']
517,XLGBTQCOIN,8,2024,70,141,"['vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto', 'XRpCyrine']"
518,_amymontague7,1093,658,2639,4,"['stevens_dawn', 'DrKateLawrence', 'StMarysPsy', 'theamandooh']"
519,stacked_automat,395,47,13896,0,[]
520,QueerFMVan,2341,2955,11758,1,['YOUDOYOUfndtn']
521,Queerravenclaw2,231,31,208,0,[]
522,HotWorksArtShow,155,111,621,1,['form_bot']
523,susufofy,2839,1603,53275,0,[]
524,NelsonMullins,675,2646,6935,1,['NelsonMullins']
525,jceriedwards,4544,2394,9960,0,[]
526,EqualityFed,1173,3967,9252,2,"['ACLUSouthDakota', 'DanRafter']"
527,J947jeffMy,94,12,313,0,[]
528,LawMNR,147,41,345,0,[]
529,XLGBTQCOIN,8,2024,70,142,"['LongasaGrace', 'vlicoach14', 'Luke71917957', 'OHKA350', 'AlavaJhonan', 'xckiel', 'Dmitry_Kovach', 'Thepalepastel', 'aria_wintle', 'vtuskan', 'mario82256825', 'JennilynFlore18', 'JennycaTelan', 'falan_luthers', 'swimfun_207', 'Kelcia68709879', 'midnytstormcoin', 'CarbajosaWarren', '950mJ3QSuxVxErs', 'AMMCrypto']"
530,BlakesDungeon,4085,1248,17271,0,[]
531,aktorguy,1091,1078,534,1,['BreakingGlassPx']
532,fansplain,39,25630,42260,0,[]
