,username,following,followers,totaltweets,retweetcount,retweeters
424,Chinesepop,2240,124,95791,0,[]
425,pinerpiner,262,10535,337,56,"['catsfaith', 'NancyYunTang', 'BruiseBringMore', 'bert_on_spec', 'chenchenzh', 'eggsis10tialist', 'LOudestVibE', 'xinwenxiaojie', 'ChuQiao18', 'amyue', 'Changxche', 'TheAnalytic', 'LarrypageB', 'GrandRevivalYay', 'elisabeth_ptl', 'TaiwanCulture', 'hermesstrategy', 'hkdemonow', 'suqi_wu_', 'PpaaddPpaadddd']"
426,JaswalAnshuman,769,294,3010,0,[]
427,SeemaSapraLaw,4789,807,159522,1,['BotForEquality']
428,SeemaSapraLaw,4789,807,159522,1,['BotForEquality']
429,NPRGoatsandSoda,2740,45908,20789,19,"['mishtjd', 'Dogsarethepure1', 'Stephanie_Goose', 'gregnorc', 'Georgia_sChild', 'HarrySm04282740', '3theC', 'court2626', 'ACnNYC', 'j_zagamacarena', 'nfrankto', 'exwx11_ax', 'pistachiopoet', 'ashlandJohn', 'DivaKnevil', 'NPR']"
430,PekingMike,2877,175719,65318,37,"['Jozhou05', 'rheingoldspn', 'zohrathought', 'mic_sutherland', 'SissiJingyu', 'lydiatomkiw', 'q_hwr', 'prashantrao', 'zkinfo', 'xinwenfan', 'anticorruptlaw', 'msaltskog', 'niubi', 'huruyipekin', 'shyshoegazer', 'mbrookerhk']"
431,nytimesworld,798,2118355,278086,10,"['PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
432,Khushi4justice,1818,7271,399385,28,"['nuthan_ch', 'PurnimaSengup11', '_ADITICHOURASIA', 'nisha_ukris', 'its_your_komal', 'SsriansUnited', 'Anjali_ssrian', 'Ssrdishajustice', 'its_Rishika_', 'Sush_Lov', 'Keerthi85728099', 'ChintuJainHS', 'LuvUSushant', 'FLIPKART_420', 'Cautious_Nature', 'SmyCraze', 'DIPIKA76375797', 'arpitaP18', 'SatyaSSRian1', 'SSRinmyheart']"
433,ChrisBonesCast,458,448,20039,2,"['Soulsearcher241', 'BotForEquality']"
434,nytimesworld,798,2118355,278086,10,"['PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
435,iamalmostlegend,11083,10700,72084,0,[]
436,ChrisBonesCast,458,448,20039,2,"['Soulsearcher241', 'BotForEquality']"
437,ChrisBonesCast,458,448,20039,2,"['Soulsearcher241', 'BotForEquality']"
438,THR,2738,3320024,452166,24,"['helenmarie95', 'NoChillAuntie', 'AdorkableSmile', 'DonnerBella', 'roni1133', 'electrcspacegrl', 'sheltgarner', 'ahhelga', 'saltymulti', 'living_marble', 'clairewillett', 'moryan', 'megancox', 'bronwyn_douwsma', 'Coolranch4lyfe', 'MsLeeW', 'mmmexperimental', 'runawaycow', 'thecomicscomic', 'exhoopsPRguy']"
439,KaceyKells,12273,19476,473924,13682,"['solmullersch', 'KSeebar', 'artyny59', 'annamagique', 'carlos_wilde', 'Anthony_OBrien_', 'tiffeejasso', 'MICHELL64959353', 'hotreads1', 'TommyNever1', 'TudorTweep', 'Joanna942', 'Car01am', 'lanalynneauthor', 'AnneBougret', 'AuthorJRose', 'peburns', 'ninsthewriter', 'vicky_whedbee', 'ElenaRu76305433']"
440,THR,2738,3320023,452166,24,"['helenmarie95', 'NoChillAuntie', 'AdorkableSmile', 'DonnerBella', 'roni1133', 'electrcspacegrl', 'sheltgarner', 'ahhelga', 'saltymulti', 'living_marble', 'clairewillett', 'moryan', 'megancox', 'bronwyn_douwsma', 'Coolranch4lyfe', 'MsLeeW', 'mmmexperimental', 'runawaycow', 'thecomicscomic', 'exhoopsPRguy']"
441,MilesQBlack1,1421,1441,85773,0,[]
442,THR,2738,3320024,452166,24,"['helenmarie95', 'NoChillAuntie', 'AdorkableSmile', 'DonnerBella', 'roni1133', 'electrcspacegrl', 'sheltgarner', 'ahhelga', 'saltymulti', 'living_marble', 'clairewillett', 'moryan', 'megancox', 'bronwyn_douwsma', 'Coolranch4lyfe', 'MsLeeW', 'mmmexperimental', 'runawaycow', 'thecomicscomic', 'exhoopsPRguy']"
443,nytimesworld,797,2118343,278086,10,"['PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
444,ThyGeekGoddess,2945,2298,148490,0,[]
445,nytimesworld,798,2118355,278086,10,"['PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
446,VinceTheTwin,696,1775,2828,12,"['blues679', 'KevinPMooney2', 'NorahMa20412961', 'Tboneator64', 'VinceTheTwin', 'Faycheck', 'CathyGraphicsMe', 'tjmurray3rd', 'DeborahGreat1', 'Mario76937200', 'CathyGraphics3']"
447,nytimesworld,798,2118355,278086,10,"['PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
448,simulator8,3838,1643,290349,0,[]
449,nytimesworld,798,2118355,278086,10,"['PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
450,nytimesworld,798,2118355,278086,10,"['tweet4852', 'PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
451,Khushi4justice,1818,7271,399385,28,"['nuthan_ch', 'PurnimaSengup11', '_ADITICHOURASIA', 'nisha_ukris', 'its_your_komal', 'SsriansUnited', 'Anjali_ssrian', 'Ssrdishajustice', 'its_Rishika_', 'Sush_Lov', 'Keerthi85728099', 'ChintuJainHS', 'LuvUSushant', 'FLIPKART_420', 'Cautious_Nature', 'SmyCraze', 'DIPIKA76375797', 'arpitaP18', 'SatyaSSRian1', 'SSRinmyheart']"
452,nytimesworld,798,2118355,278087,11,"['tweet4852', 'PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
453,nytimesworld,798,2118355,278087,11,"['tweet4852', 'PplFuture', 'CTGR8', 'raymundf23', 'alexfoti', 'FellwockPerry', 'JamieACM81', 'DavidColtart', 'EtrangeraSeoul', 'viriyabot']"
454,GetTheLOutUK,696,3793,2298,117,"['WildRedWord', 'JeanWyldbore', 'wildwood62', 'RadFem_KatH', 'dorsetresisters', 'SBeresford4', 'GetTheLOutUK', 'LandyRex', 'allkidsbefree', 'roorooyes4', 'joolzzt', 'thumbwitch', 'Vive_Lez_Vulva', 'telreth', 'JammersMinde', 'inmyownfashion2', 'MistressCopper', 'O_CaptainMyCap']"
455,nytimes,854,50847686,452270,331,"['MarioLi01896012', 'whateverhewants', 'aoke1989', 'michael91128', 'XueEven', 'karna232332', 'danizaken', 'gdgzlck', 'GabeShepperd', 'MadAtoms23', '1nomdeplume', 'domisoHK', 'aliyoung_com', 'minkhantcf', 'Adriana11100542']"
456,jojjeols,2592,13379,29875,38,"['benjaminto2010', 'John68993893', 'MarioLi01896012', 'Lee97703713', 'jeanliu04385854', 'GongHoeng', 'domisoHK', 'GlorytoHongKon6', 'Wish_Cheung', 'kelvinl01435370', 'ML03509599V2', 'aeckevin', 'SheenCon', 'chris0906_hong', 'NovoDing', 'SouthOfTheEarth', 'Bunny79167773', 'HkersWe', 'klay5201314']"
457,EmilyZFeng,1836,36825,4862,1207,"['ballenger_creek', 'criiistianlm', 'latarjetamorada', 'onwonw1', 'rainplsdntgo', 'cathalemyr', 'David65102926', 'carnatang98', 'Smzerw', 'ChuQiao18', 'pearlescent48', 'XueEven', 'karna232332', 'casual_streamer', 'DCfanforever101', 'JasonSamfield', 'EUREKAaum']"
458,CurtisSChin,357,16023,143495,18,"['john_chu', 'b_sweetsymphony', 'iceup', 'Scholars_Stage', 'lazyprimate', 'marchofer', 'lina_ferreira', 'accidentalflyer', 'solomonsucceeds', 'msbunibun', 'notnutjob1', 'estarianne', 'christinelu', 'BeijingPalmer', 'LetaHong']"
